gene_id	gene_name	length	Calu3_polyA_series1-S2-24h-A	Calu3_polyA_series1-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000227906.7	SNAP25-AS1	5440	0	1	0	0.029783383	0.014891692
ENSG00000227908.3	AC016596.1	2289	7	8	0.686167468	0.566261618	0.626214543
ENSG00000227910.1	AC092634.4	876	0	0	0	0	0
ENSG00000227911.3	LINC02344	644	0	0	0	0	0
ENSG00000227912.1	AL441943.2	2321	0	0	0	0	0
ENSG00000227913.1	KRT8P44	1350	0	0	0	0	0
ENSG00000227914.3	AL136979.1	1207	0	0	0	0	0
ENSG00000227917.2	AL449043.1	772	0	0	0	0	0
ENSG00000227925.1	LINC01655	423	1	0	0.530441518	0	0.265220759
ENSG00000227927.2	MACROD2-IT1	1004	0	0	0	0	0
ENSG00000227929.4	SRGAP3-AS3	1223	0	0	0	0	0
ENSG00000227932.2	SELENOOLP	1390	0	0	0	0	0
ENSG00000227933.1	AL357874.1	574	0	0	0	0	0
ENSG00000227934.1	AL732414.1	573	1	1	0.391582482	0.282760219	0.337171351
ENSG00000227938.1	AC104695.1	849	0	0	0	0	0
ENSG00000227939.1	RPL3P2	1203	18	31	3.357258287	4.175120342	3.766189315
ENSG00000227941.1	UQCRBP2	297	0	0	0	0	0
ENSG00000227942.1	FRMD8P1	1524	3	0	0.44168654	0	0.22084327
ENSG00000227945.1	AL590006.1	752	0	0	0	0	0
ENSG00000227946.1	AC007383.2	1034	12	12	2.603985635	1.880328111	2.242156873
ENSG00000227947.1	LINC01738	815	0	0	0	0	0
ENSG00000227948.4	AC003989.1	565	0	0	0	0	0
ENSG00000227949.1	CYCSP46	204	0	0	0	0	0
ENSG00000227950.1	AL590128.1	286	0	0	0	0	0
ENSG00000227953.6	LINC01341	3984	0	1	0	0.040668074	0.020334037
ENSG00000227954.6	TARID	7862	2	1	0.0570788	0.020608192	0.038843496
ENSG00000227959.1	AL451042.2	904	3	3.5	0.744613149	0.627296039	0.685954594
ENSG00000227962.1	AL391994.1	282	0	0	0	0	0
ENSG00000227963.1	RBM15-AS1	2611	0	0	0	0	0
ENSG00000227964.1	LINC01429	2326	0	0	0	0	0
ENSG00000227965.1	AC098592.2	265	0	0	0	0	0
ENSG00000227968.1	BUB3P1	999	0	2	0	0.324367579	0.162183789
ENSG00000227969.1	NPM1P22	952	0	0	0	0	0
ENSG00000227971.1	AC078809.1	140	0	0	0	0	0
ENSG00000227972.1	THAP12P3	2266	1	1	0.099018871	0.07150115	0.085260011
ENSG00000227973.1	PIN4P1	396	3	7	1.699823956	2.86401828	2.281921118
ENSG00000227979.1	AC002127.1	225	0	0	0	0	0
ENSG00000227981.2	AC012668.1	228	0	0	0	0	0
ENSG00000227982.1	RPL7P30	709	0	0	0	0	0
ENSG00000227986.1	TRIM60P18	828	1	0.5	0.270986428	0.097839134	0.184412781
ENSG00000227992.1	AC108463.1	347	3	4	1.939856734	1.867684214	1.903770474
ENSG00000227995.1	RAB11AP1	646	0	0	0	0	0
ENSG00000227999.1	MTND5P1	1375	0	0	0	0	0
ENSG00000228002.2	DHX9P1	3076	7	16	0.510610317	0.842765178	0.676687748
ENSG00000228007.1	AC011933.1	321	0	0	0	0	0
ENSG00000228008.1	AC105935.1	921	1	0	0.243622977	0	0.121811489
ENSG00000228010.5	AC073343.2	1374	0	0	0	0	0
ENSG00000228013.1	IL6R-AS1	1756	0	0	0	0	0
ENSG00000228014.1	ZNF680P1	1469	0	0	0	0	0
ENSG00000228015.1	AC074338.1	156	0	0	0	0	0
ENSG00000228016.1	RAPGEF4-AS1	5217	0	0	0	0	0
ENSG00000228019.1	AC006480.1	378	0	0	0	0	0
ENSG00000228020.2	HNRNPA1P46	937	0	0	0	0	0
ENSG00000228021.7	AL158835.1	4558	2	0	0.098454042	0	0.049227021
ENSG00000228022.5	HCG20	1371	9	6	1.472932793	0.709066107	1.09099945
ENSG00000228024.1	CYP1D1P	1433	1	0	0.156578341	0	0.07828917
ENSG00000228027.1	AL136369.1	244	0	0	0	0	0
ENSG00000228030.2	AC019084.1	432	0	0	0	0	0
ENSG00000228031.3	AC078842.1	2240	0	0	0	0	0
ENSG00000228033.5	AC010967.1	489	2	5	0.917696369	1.656662633	1.287179501
ENSG00000228034.1	HMGN2P21	270	0	0	0	0	0
ENSG00000228035.1	NGF-AS1	2610	0	0	0	0	0
ENSG00000228036.1	HSPD1P9	1636	0	0	0	0	0
ENSG00000228037.1	AL139246.3	626	0	0	0	0	0
ENSG00000228038.1	VN1R51P	945	0	0	0	0	0
ENSG00000228039.3	AC253536.2	254	0	0	0	0	0
ENSG00000228040.1	AL390729.1	156	0	0	0	0	0
ENSG00000228041.2	AL031313.1	256	0	0	0	0	0
ENSG00000228043.5	AC114763.1	1313	4	4	0.683554493	0.493592096	0.588573294
ENSG00000228044.2	AL160408.1	2201	0	1	0	0.073612724	0.036806362
ENSG00000228045.1	DNAJA1P6	354	0	0	0	0	0
ENSG00000228049.7	POLR2J2	2065	0.57	0.17	0.061934506	0.01333834	0.037636423
ENSG00000228050.1	TOP3BP1	1380	0	0	0	0	0
ENSG00000228051.1	AL512504.2	1909	0	0	0	0	0
ENSG00000228053.1	AL158823.1	478	0	0	0	0	0
ENSG00000228054.2	RANP5	655	0	0	0	0	0
ENSG00000228055.2	FAM245A	775	0	0	0	0	0
ENSG00000228056.3	CFL1P3	490	1	0	0.45791176	0	0.22895588
ENSG00000228057.1	SEC63P1	1258	8	20	1.426879251	2.575860183	2.001369717
ENSG00000228060.2	PABPC4-AS1	736	0	1	0	0.220138051	0.110069025
ENSG00000228061.6	AC131571.1	4246	0	1	0	0.038158645	0.019079322
ENSG00000228063.1	LYPLAL1-DT	724	0	0	0	0	0
ENSG00000228064.1	AC023469.2	657	0	1	0	0.246608228	0.123304114
ENSG00000228065.10	LINC01515	10045	17	22	0.379731703	0.354850704	0.367291204
ENSG00000228067.1	LINC01740	332	0	0	0	0	0
ENSG00000228071.4	RPL7P47	556	2	1	0.807110655	0.291405765	0.54925821
ENSG00000228072.1	AL139008.2	395	1	0	0.568042436	0	0.284021218
ENSG00000228073.1	AC133106.1	397	0	0	0	0	0
ENSG00000228074.1	UBBP5	266	0	0	0	0	0
ENSG00000228075.5	BOD1L2	3324	0	0	0	0	0
ENSG00000228078.1	HLA-U	186	12.5	40.33	15.07908348	35.13081372	25.1049486
ENSG00000228079.2	AC012368.2	560	0	0	0	0	0
ENSG00000228081.2	AC092810.2	362	0	0	0	0	0
ENSG00000228084.1	AC118553.1	655	6	1	2.055359654	0.24736123	1.151360442
ENSG00000228085.1	AC009296.1	155	0	0	0	0	0
ENSG00000228089.1	PNKDP1	430	0	1	0	0.376794431	0.188397216
ENSG00000228092.1	COX6CP15	211	0	0	0	0	0
ENSG00000228095.3	AL354692.1	315	0	0	0	0	0
ENSG00000228097.1	MTATP6P11	670	0	3	0	0.725469876	0.362734938
ENSG00000228100.1	LINC01820	570	1	0	0.393643442	0	0.196821721
ENSG00000228106.5	AL392172.1	1069	10	7	2.098940713	1.060945967	1.57994334
ENSG00000228107.1	AP000692.1	596	1	0	0.376471077	0	0.188235539
ENSG00000228108.1	AC092839.1	536	0	0	0	0	0
ENSG00000228109.1	MELTF-AS1	1139	8	11	1.575956187	1.564738947	1.570347567
ENSG00000228110.4	ST13P19	1124	4	6	0.798493816	0.864884015	0.831688915
ENSG00000228111.1	TPT1P2	503	1	0	0.446077062	0	0.223038531
ENSG00000228112.1	AC112220.1	355	0	1	0	0.456398889	0.228199444
ENSG00000228113.7	AC003991.1	4838	2	1	0.092755999	0.033489377	0.063122688
ENSG00000228115.1	AL161725.2	403	0	0	0	0	0
ENSG00000228118.3	MYL6P5	459	0	0	0	0	0
ENSG00000228121.1	PHBP3	819	0	3	0	0.593485735	0.296742867
ENSG00000228124.1	AL096678.1	472	0	1	0	0.343266113	0.171633057
ENSG00000228125.2	AKIRIN1P2	570	0	0	0	0	0
ENSG00000228126.1	FALEC	566	1	0	0.396425375	0	0.198212687
ENSG00000228133.2	AC099684.1	2061	0	0	0	0	0
ENSG00000228135.1	LINC01494	1011	0	0	0	0	0
ENSG00000228137.1	AP001469.2	390	4	2	2.301300125	0.830880028	1.566090077
ENSG00000228140.1	AL031283.1	5178	2	0	0.086665416	0	0.043332708
ENSG00000228141.7	AC105339.1	2820	0	0	0	0	0
ENSG00000228142.2	AL354861.2	512	0	0	0	0	0
ENSG00000228143.2	AL512649.1	581	1	1	0.386190641	0.278866791	0.332528716
ENSG00000228144.2	AC078927.1	984	69	108.5	15.73373637	17.8651872	16.79946178
ENSG00000228146.8	CASP16P	3538	0	0	0	0	0
ENSG00000228149.1	RPL3P1	1211	0	0	0	0	0
ENSG00000228150.1	AL357140.2	440	0	0	0	0	0
ENSG00000228151.1	AC004941.1	3120	0	0	0	0	0
ENSG00000228154.3	AC092436.1	503	0	0	0	0	0
ENSG00000228157.4	AC007952.2	3097	0	2	0	0.104631324	0.052315662
ENSG00000228158.2	TLE1P1	589	2	1	0.761890534	0.275079127	0.51848483
ENSG00000228162.1	AC097713.1	562	0	0	0	0	0
ENSG00000228165.1	AL158147.1	75	0	0	0	0	0
ENSG00000228166.1	MTND1P11	876	3	2	0.768413569	0.369912341	0.569162955
ENSG00000228167.1	AL353072.1	442	0	1	0	0.366564718	0.183282359
ENSG00000228168.1	HNRNPA1P21	961	0	0	0	0	0
ENSG00000228169.3	PPIAP19	492	1	2	0.45605033	0.658624413	0.557337371
ENSG00000228170.1	AL031963.1	695	0	0	0	0	0
ENSG00000228171.1	AC121251.1	249	0	0	0	0	0
ENSG00000228172.5	AL020996.1	2793	0	1	0	0.058009884	0.029004942
ENSG00000228174.7	AL162385.1	1408	0	0	0	0	0
ENSG00000228175.3	GEMIN8P4	729	8	12	2.46229643	2.667022313	2.564659372
ENSG00000228176.1	AC092265.1	498	0	0	0	0	0
ENSG00000228181.1	AL590365.1	243	0	0	0	0	0
ENSG00000228184.1	SNX19P1	2981	0	0	0	0	0
ENSG00000228187.1	AC093433.1	571	0	0	0	0	0
ENSG00000228190.2	RPL23AP16	421	0	1	0	0.384849419	0.19242471
ENSG00000228191.1	AL512326.2	151	0	0	0	0	0
ENSG00000228192.7	AL512353.1	1617	2	5	0.277522279	0.500994451	0.389258365
ENSG00000228194.1	Z83846.1	265	0	0	0	0	0
ENSG00000228195.2	RPL5P27	881	0	0	0	0	0
ENSG00000228196.1	PTPN2P1	1072	4	5	0.837226725	0.755697787	0.796462256
ENSG00000228198.3	OR2M3	9933	0	0	0	0	0
ENSG00000228201.1	AL022341.1	389	0	2	0	0.833015967	0.416507983
ENSG00000228203.6	RNF144A-AS1	4648	3	0	0.14482149	0	0.072410745
ENSG00000228204.2	AC004830.1	911	0	0	0	0	0
ENSG00000228205.1	AC131235.1	732	10	13	3.065256314	2.877432885	2.9713446
ENSG00000228206.2	AC016717.1	286	0	0	0	0	0
ENSG00000228208.6	C1orf143	1003	0	1	0	0.161536995	0.080768497
ENSG00000228210.1	AL121916.1	308	0	0	0	0	0
ENSG00000228211.2	HYAL6P	1279	0	0	0	0	0
ENSG00000228212.1	OFD1P17	3018	3	7	0.223038531	0.375795639	0.299417085
ENSG00000228213.5	NLGN1-AS1	815	0	0	0	0	0
ENSG00000228215.2	AL954650.1	2051	0	0	0	0	0
ENSG00000228216.1	AL355607.1	295	0	0	0	0	0
ENSG00000228217.1	PNRC2P1	420	0	0	0	0	0
ENSG00000228218.1	ATF4P3	1056	4	3	0.849911978	0.460288652	0.655100315
ENSG00000228219.1	NPM1P30	828	0	0	0	0	0
ENSG00000228221.5	LINC00578	1234	0	0	0	0	0
ENSG00000228222.1	AC073050.1	462	0	0	0	0	0
ENSG00000228223.3	HCG11	5696	68	91	2.678655167	2.588477195	2.633566181
ENSG00000228224.3	NACA4P	1555	3	3	0.432881213	0.312581876	0.372731544
ENSG00000228226.1	AC012070.1	427	0	0	0	0	0
ENSG00000228231.2	AL589946.1	420	0	0	0	0	0
ENSG00000228232.1	GAPDHP1	1005	128	187	28.57733887	30.14730372	29.36232129
ENSG00000228234.1	GLRXP1	334	0	0	0	0	0
ENSG00000228236.2	TXNP5	315	0	0	0	0	0
ENSG00000228237.5	EFCAB14-AS1	584	0	0	0	0	0
ENSG00000228238.1	AL096803.1	1021	2	0	0.43952353	0	0.219761765
ENSG00000228242.6	AC093495.1	4015	1.5	3.5	0.083826935	0.141239258	0.112533096
ENSG00000228247.1	UBBP2	231	0	0	0	0	0
ENSG00000228248.1	NUTF2P3	384	0	0	0	0	0
ENSG00000228251.1	AC012442.1	529	0	2	0	0.612558055	0.306279027
ENSG00000228252.9	COL6A4P2	3928	0	0	0	0	0
ENSG00000228259.3	AC136604.1	951	0	0	0	0	0
ENSG00000228261.1	ITPRIP-AS1	954	0	1	0	0.169833968	0.084916984
ENSG00000228262.9	LINC01320	6075	1	0	0.036934446	0	0.018467223
ENSG00000228264.1	PSMD8P1	769	6	1	1.750663944	0.210691295	0.980677619
ENSG00000228271.1	LINC02048	1771	0	0	0	0	0
ENSG00000228272.1	AC106874.1	646	0	0	0	0	0
ENSG00000228274.3	AL021707.2	3358	3	5	0.200455714	0.241247179	0.220851446
ENSG00000228275.1	ARMCX3-AS1	490	0	0	0	0	0
ENSG00000228277.1	UMLILO	575	1	0	0.390220456	0	0.195110228
ENSG00000228278.4	ORM2	764	0	0	0	0	0
ENSG00000228280.1	AL731568.1	434	1	0	0.516997148	0	0.258498574
ENSG00000228283.3	KATNBL1P6	1466	3	3	0.459161178	0.331558538	0.395359858
ENSG00000228285.2	LYPLA2P1	696	6	13	1.934282433	3.026265621	2.480274027
ENSG00000228286.3	AP000593.2	1433	0	0	0	0	0
ENSG00000228288.6	PCAT6	890	2	2	0.504217443	0.364093496	0.434155469
ENSG00000228290.6	TBX18-AS1	2076	0	0	0	0	0
ENSG00000228291.1	ARL4AP3	574	0	1	0	0.282267605	0.141133803
ENSG00000228292.1	AL512604.1	257	0	0	0	0	0
ENSG00000228293.1	AL049712.1	872	0	1	0	0.185804593	0.092902297
ENSG00000228300.14	C19orf24	2096	116	96	12.41779791	7.420836894	9.919317401
ENSG00000228301.1	RPL7P55	746	0	0	0	0	0
ENSG00000228302.2	AL512770.1	2510	1	2	0.089393132	0.129100881	0.109247007
ENSG00000228303.1	AC095038.1	1591	0	0	0	0	0
ENSG00000228305.2	AC016734.1	654	6	11	2.058502405	2.725134038	2.391818222
ENSG00000228308.2	LINC01209	2400	1	0	0.093490318	0	0.046745159
ENSG00000228312.1	GAPDHP45	349	0	0	0	0	0
ENSG00000228314.1	CYP4F29P	1717	0	0	0	0	0
ENSG00000228315.12	GUSBP11	7764	67.17	73.17	1.941188449	1.526934683	1.734061566
ENSG00000228316.1	MTATP6P19	659	0	0	0	0	0
ENSG00000228317.1	AL158070.1	631	0	1	0	0.256769581	0.12838479
ENSG00000228318.3	AP001610.1	1116	9	12	1.809490018	1.742167801	1.77582891
ENSG00000228322.1	AL162419.1	873	0	0	0	0	0
ENSG00000228323.2	AC008440.1	439	0	0	0	0	0
ENSG00000228327.3	AL669831.1	6432	7	4	0.244191128	0.100759705	0.172475416
ENSG00000228328.2	AL158201.1	1248	1	2	0.179789072	0.259650009	0.219719541
ENSG00000228330.1	AL355355.1	793	0	1	0	0.204314761	0.102157381
ENSG00000228331.2	RPL17P43	586	0	0	0	0	0
ENSG00000228335.1	AC073063.1	607	9	13	3.326838319	3.469984962	3.39841164
ENSG00000228336.2	OR9H1P	4888	0	0	0	0	0
ENSG00000228337.1	PPIAP69	241	0	0	0	0	0
ENSG00000228339.1	AMD1P1	922	0	1	0	0.175728422	0.087864211
ENSG00000228340.5	MIR646HG	5137	8	10	0.349428479	0.315401218	0.332414848
ENSG00000228341.1	AC002381.1	280	0	0	0	0	0
ENSG00000228343.1	AC115618.2	450	0	0	0	0	0
ENSG00000228348.1	EFCAB14P1	463	0	1	0	0.349938673	0.174969336
ENSG00000228350.1	LINC02585	196	0	1	0	0.826640845	0.413320422
ENSG00000228351.2	AC018832.1	1319	0	0	0	0	0
ENSG00000228352.2	AL354989.1	635	0	0	0	0	0
ENSG00000228353.1	AL450322.1	313	0	0	0	0	0
ENSG00000228354.1	AL450023.1	751	0	0	0	0	0
ENSG00000228355.1	BX322559.1	330	0	0	0	0	0
ENSG00000228358.5	LINC02263	881	0	0	0	0	0
ENSG00000228360.1	AC009220.1	275	3	14	2.447746497	8.248372645	5.348059571
ENSG00000228361.2	AL606970.2	470	0	0	0	0	0
ENSG00000228363.2	AC015971.1	2860	0	0	0	0	0
ENSG00000228364.1	SAR1AP1	596	7	3	2.635297542	0.815544994	1.725421268
ENSG00000228366.1	AL592437.1	492	0	0	0	0	0
ENSG00000228367.3	AC108120.1	991	0	0	0	0	0
ENSG00000228373.2	AL353752.1	260	0	0	0	0	0
ENSG00000228376.3	GAS2L1P2	2262	0	0	0	0	0
ENSG00000228380.1	MYL6BP1	615	0	0	0	0	0
ENSG00000228382.1	ITPKB-IT1	870	0	0	0	0	0
ENSG00000228384.4	AC007040.1	477	0	0	0	0	0
ENSG00000228392.1	AL162391.1	2102	0	0	0	0	0
ENSG00000228393.3	LINC01004	1131	8	16	1.587103534	2.292082837	1.939593186
ENSG00000228395.1	AL356481.1	1242	2	0	0.361315237	0	0.180657619
ENSG00000228397.2	LINC01635	1126	0	1	0	0.143891302	0.071945651
ENSG00000228398.3	HMGN2P25	268	0	0	0	0	0
ENSG00000228399.1	AL109741.2	343	7	10	4.579117596	4.723661969	4.651389782
ENSG00000228400.1	AC079154.1	542	0	0	0	0	0
ENSG00000228401.4	AL590226.1	557	0	0	0	0	0
ENSG00000228403.1	AC035139.1	273	0	0	0	0	0
ENSG00000228404.1	AP001468.1	557	0	0	0	0	0
ENSG00000228407.2	AL139156.2	340	3	2	1.97979496	0.953068268	1.466431614
ENSG00000228408.6	AL031056.1	2853	0	0	0	0	0
ENSG00000228409.6	CCT6P1	1670	39	58	5.239936362	5.627097677	5.43351702
ENSG00000228410.6	ELOCP24	334	0	0	0	0	0
ENSG00000228412.8	AL022068.1	6189	0	4	0	0.104715854	0.052357927
ENSG00000228414.6	LINC01185	2029	0	0	0	0	0
ENSG00000228415.3	PTMAP1	325	3	0	2.071170112	0	1.035585056
ENSG00000228417.1	AL360182.2	470	0	0	0	0	0
ENSG00000228420.1	LINC01768	476	0	0	0	0	0
ENSG00000228421.2	AC005013.1	588	1	3	0.381593133	0.826640845	0.604116989
ENSG00000228422.4	LINC00687	1617	0	0	0	0	0
ENSG00000228423.2	AL357552.2	353	0	0	0	0	0
ENSG00000228426.1	AL645634.1	462	0	0	0	0	0
ENSG00000228427.2	AL590764.1	919	0	0	0	0	0
ENSG00000228429.1	AC004910.1	787	0	0	0	0	0
ENSG00000228430.9	AL162726.3	4429	0	0	0	0	0
ENSG00000228431.1	ARL5AP3	386	0	0	0	0	0
ENSG00000228432.1	DHFRP2	547	1	4	0.410195178	1.184801503	0.79749834
ENSG00000228434.1	AC004951.1	1866	6	6.2	0.721468689	0.538335452	0.629902071
ENSG00000228436.2	AL139260.1	976	3	1	0.689682671	0.166005743	0.427844207
ENSG00000228437.5	LINC02474	1366	69	127	11.33381888	15.06350212	13.1986605
ENSG00000228444.2	AL137244.1	865	0	0	0	0	0
ENSG00000228445.1	UGT1A2P	866	1	0	0.259095568	0	0.129547784
ENSG00000228446.2	AC073052.1	714	1	1	0.314253168	0.226921016	0.270587092
ENSG00000228450.2	AL049734.1	608	0	0	0	0	0
ENSG00000228451.4	SDAD1P1	3987	5	9	0.281385455	0.365737259	0.323561357
ENSG00000228452.1	AC098484.1	484	0	0	0	0	0
ENSG00000228453.1	RPS15AP9	381	0	1	0	0.425253558	0.212626779
ENSG00000228459.3	LINC01546	674	0	0	0	0	0
ENSG00000228462.1	RPS19P7	396	0	1	0	0.409145469	0.204572734
ENSG00000228463.10	AP006222.1	8224	2.5	2.5	0.068207917	0.049252677	0.058730297
ENSG00000228464.1	AC073614.1	650	0	0	0	0	0
ENSG00000228466.1	TUBB4AP1	1325	0	0	0	0	0
ENSG00000228470.1	AL929236.1	518	4.5	4.5	1.949218977	1.4075236	1.678371288
ENSG00000228474.6	OST4	600	156	224	58.33795817	60.48806606	59.41301212
ENSG00000228477.1	AL663070.1	725	3	0	0.928455568	0	0.464227784
ENSG00000228478.1	AL138885.2	539	1	0	0.416283418	0	0.208141709
ENSG00000228480.1	AC130464.1	1500	0	0	0	0	0
ENSG00000228481.1	U51244.1	374	0	0	0	0	0
ENSG00000228482.1	LINC01713	932	0	0	0	0	0
ENSG00000228484.2	AL137025.1	2773	1	0	0.080914808	0	0.040457404
ENSG00000228485.1	GRK5-IT1	400	0	1	0	0.405054014	0.202527007
ENSG00000228486.10	C2orf92	6501	8	6	0.276113536	0.1495354	0.212824468
ENSG00000228487.2	AL450263.1	649	0	0	0	0	0
ENSG00000228488.1	AC092168.1	236	0	0	0	0	0
ENSG00000228489.1	RPL21P50	477	0	0	0	0	0
ENSG00000228492.2	RAB11FIP1P1	1762	0	0	0	0	0
ENSG00000228495.1	LINC01013	4206	0	0	0	0	0
ENSG00000228496.1	AC106875.1	1171	0	0	0	0	0
ENSG00000228499.1	TMSB10P1	132	1	1	1.699823956	1.227436406	1.463630181
ENSG00000228501.2	RPL15P18	612	25	24	9.16571741	6.353788452	7.759752931
ENSG00000228502.1	EEF1A1P11	1389	2	5	0.323076691	0.583231121	0.453153906
ENSG00000228505.5	AC011897.1	346	0	0	0	0	0
ENSG00000228506.2	AL513550.1	2588	22	33	1.907375876	2.065963285	1.986669581
ENSG00000228507.1	DAP3P2	510	0	2	0	0.635378845	0.317689423
ENSG00000228509.5	AC006460.1	1125	0	0	0	0	0
ENSG00000228510.2	AL359091.2	1734	1	9	0.129398363	0.840942589	0.485170476
ENSG00000228513.1	AC023271.1	1090	0	0	0	0	0
ENSG00000228518.1	SURF6P1	827	0	0	0	0	0
ENSG00000228519.3	AC097263.1	606	31	33	11.47801919	8.822958717	10.15048895
ENSG00000228521.2	AC099552.3	367	0	1	0	0.441475764	0.220737882
ENSG00000228522.2	AL845321.1	873	0	0	0	0	0
ENSG00000228523.1	AL389925.1	728	0	0	0	0	0
ENSG00000228526.7	MIR34AHG	8702	2	5	0.05156901	0.093094464	0.072331737
ENSG00000228527.1	AC016396.1	328	0	1	0	0.49396831	0.246984155
ENSG00000228530.1	AL445687.1	251	0	0	0	0	0
ENSG00000228532.4	AC005000.1	288	14	26	10.90720372	14.6269505	12.76707711
ENSG00000228536.2	LYPLAL1-AS1	1930	0	0	0	0	0
ENSG00000228538.6	AC009411.1	795	0	0	0	0	0
ENSG00000228540.1	AC073326.1	557	0	0	0	0	0
ENSG00000228541.1	AC093159.1	424	0	0	0	0	0
ENSG00000228544.1	CCDC183-AS1	2386	3	9	0.282116633	0.611146039	0.446631336
ENSG00000228546.2	AC091390.2	374	0	0	0	0	0
ENSG00000228547.5	OR7E26P	1006	0	0	0	0	0
ENSG00000228549.3	BX284668.2	2963	0	0	0	0	0
ENSG00000228550.1	AC073583.1	400	0	0	0	0	0
ENSG00000228551.1	SNRPGP9	225	0	0	0	0	0
ENSG00000228554.1	AC004837.2	731	0	0	0	0	0
ENSG00000228559.1	AL033519.3	595	0	0	0	0	0
ENSG00000228560.1	AL513323.1	1063	0	0	0	0	0
ENSG00000228561.2	AC026355.1	587	0	0	0	0	0
ENSG00000228564.2	LINC01005	3508	0	0	0	0	0
ENSG00000228566.1	AC022387.1	794	0	0	0	0	0
ENSG00000228568.1	AC006461.1	326	0	0	0	0	0
ENSG00000228570.7	NUTM2E	3625	0	0	0	0	0
ENSG00000228573.1	AL138962.1	411	1	0	0.545928862	0	0.272964431
ENSG00000228589.3	SPCS2P4	681	28	37	9.225476272	8.802935983	9.014206128
ENSG00000228590.2	AC007381.1	8996	0	0	0	0	0
ENSG00000228593.1	CFTRP1	183	0	0	0	0	0
ENSG00000228594.4	FNDC10	2124	5	6	0.528193885	0.457688151	0.492941018
ENSG00000228595.1	PAICSP2	1150	0	0	0	0	0
ENSG00000228596.1	AC013436.1	422	0	0	0	0	0
ENSG00000228598.1	MACC1-AS1	639	0	0	0	0	0
ENSG00000228599.1	RPL7P52	742	1	0	0.302394558	0	0.151197279
ENSG00000228600.1	POLR2CP1	765	0	0	0	0	0
ENSG00000228604.3	AL121759.1	1110	0	0	0	0	0
ENSG00000228606.2	AL139011.1	821	2	3	0.546593818	0.592039971	0.569316895
ENSG00000228612.2	HK2P1	2737	11	20	0.901769961	1.183935736	1.042852849
ENSG00000228613.1	AC141930.1	786	0	0	0	0	0
ENSG00000228615.1	AC093166.2	1017	0	0	0	0	0
ENSG00000228623.6	ZNF883	5626	9	13.5	0.358939008	0.388782736	0.373860872
ENSG00000228624.7	HDAC2-AS2	8063	0	6	0	0.120566741	0.060283371
ENSG00000228627.1	AC009468.1	437	0	0	0	0	0
ENSG00000228629.2	AC092295.1	434	1	1	0.516997148	0.373321672	0.44515941
ENSG00000228630.5	HOTAIR	2602	0	0	0	0	0
ENSG00000228634.1	AL136115.1	517	0	0	0	0	0
ENSG00000228636.2	LINC02663	772	0	0	0	0	0
ENSG00000228638.1	FCF1P2	583	2.5	6.5	0.962164503	1.806415842	1.384290173
ENSG00000228639.7	ROCR	818	1	1	0.27429922	0.198070422	0.236184821
ENSG00000228643.1	AC079779.2	922	0	0	0	0	0
ENSG00000228646.3	RPL31P13	370	0	0	0	0	0
ENSG00000228648.1	AL353747.2	205	0	0	0	0	0
ENSG00000228649.8	SNHG26	2627	12	16	1.024941434	0.986808408	1.005874921
ENSG00000228653.2	HNRNPCP7	905	0	0	0	0	0
ENSG00000228655.7	AC079793.1	3362	0	0	0	0	0
ENSG00000228656.1	MYO5BP3	1279	0	0	0	0	0
ENSG00000228657.1	RPL23AP58	469	0	0	0	0	0
ENSG00000228659.1	LINC01201	561	0	0	0	0	0
ENSG00000228661.1	AC090587.1	494	0	0	0	0	0
ENSG00000228663.1	PSMD10P1	681	1	0	0.329481295	0	0.164740648
ENSG00000228665.2	BX679664.1	253	1	1	0.886864673	0.640401603	0.763633138
ENSG00000228666.1	KRT18P1	1331	0	0	0	0	0
ENSG00000228667.1	AL157385.1	268	0	3	0	1.813674689	0.906837344
ENSG00000228668.1	TRGV5P	354	0	0	0	0	0
ENSG00000228669.1	LINC00448	748	0	0	0	0	0
ENSG00000228670.4	NANOGP2	727	0	0	0	0	0
ENSG00000228672.3	PROB1	5122	32	63	1.401807183	1.992846769	1.697326976
ENSG00000228674.4	PPIAP59	493	0	0	0	0	0
ENSG00000228677.1	TTC3-AS1	1097	0	0	0	0	0
ENSG00000228679.1	AL034347.1	835	0	0	0	0	0
ENSG00000228680.1	AC004692.2	1205	0	0	0	0	0
ENSG00000228686.2	AL590723.1	629	0	0	0	0	0
ENSG00000228689.8	AL355997.1	2211	0	0	0	0	0
ENSG00000228695.10	CES1P1	3195	0	0	0	0	0
ENSG00000228696.8	ARL17B	4219	5	3	0.265912257	0.115208537	0.190560397
ENSG00000228697.3	AL023755.1	2556	7	6	0.61449035	0.380332407	0.497411379
ENSG00000228700.1	AC010655.1	292	0	0	0	0	0
ENSG00000228701.1	TNKS2-AS1	761	0	0	0	0	0
ENSG00000228702.1	AL645998.1	345	0	0	0	0	0
ENSG00000228703.1	AL355310.2	688	0	0	0	0	0
ENSG00000228705.1	LINC00659	540	1	2	0.415512523	0.60008002	0.507796272
ENSG00000228707.1	AL691426.1	509	0	0	0	0	0
ENSG00000228708.1	AL109763.1	461	0	0	0	0	0
ENSG00000228709.1	LINC02575	912	0	0	0	0	0
ENSG00000228714.3	AL691420.1	2988	0	0	0	0	0
ENSG00000228716.7	DHFR	4411	104	154	5.29022518	5.656614657	5.473419918
